id,province,adcode,model,regYear,regMonth,forecastVolum
68,云南,530000,a28bb927b6fcb33c,2018,1,168.46634217191945
69,内蒙古,150000,a28bb927b6fcb33c,2018,1,35.099446800146836
70,北京,110000,a28bb927b6fcb33c,2018,1,-16.53813359616754
71,四川,510000,a28bb927b6fcb33c,2018,1,248.968672946948
72,安徽,340000,a28bb927b6fcb33c,2018,1,126.92393594424766
73,山东,370000,a28bb927b6fcb33c,2018,1,310.12067453611405
74,山西,140000,a28bb927b6fcb33c,2018,1,56.317819932468694
75,广东,440000,a28bb927b6fcb33c,2018,1,3717.5493336677887
76,广西,450000,a28bb927b6fcb33c,2018,1,301.0996205466477
77,江苏,320000,a28bb927b6fcb33c,2018,1,851.0217882405366
78,江西,360000,a28bb927b6fcb33c,2018,1,205.8732350446383
79,河北,130000,a28bb927b6fcb33c,2018,1,306.08582177267385
80,河南,410000,a28bb927b6fcb33c,2018,1,567.2176999334096
81,浙江,330000,a28bb927b6fcb33c,2018,1,1114.9815489937037
82,湖北,420000,a28bb927b6fcb33c,2018,1,475.4739998724646
83,湖南,430000,a28bb927b6fcb33c,2018,1,409.1575032061645
84,福建,350000,a28bb927b6fcb33c,2018,1,510.79198186977374
85,辽宁,210000,a28bb927b6fcb33c,2018,1,435.9503027160892
86,重庆,500000,a28bb927b6fcb33c,2018,1,18.735585430682704
87,陕西,610000,a28bb927b6fcb33c,2018,1,131.0154306505658
88,黑龙江,230000,a28bb927b6fcb33c,2018,1,90.74651121050317
89,上海,310000,17bc272c93f19d56,2018,1,274.84284275855885
90,云南,530000,17bc272c93f19d56,2018,1,2785.2516209911005
91,内蒙古,150000,17bc272c93f19d56,2018,1,571.9075591470029
92,北京,110000,17bc272c93f19d56,2018,1,127.30511871008542
93,四川,510000,17bc272c93f19d56,2018,1,1353.5285824203015
94,安徽,340000,17bc272c93f19d56,2018,1,1716.6623178274247
95,山东,370000,17bc272c93f19d56,2018,1,3213.1948149732652
96,山西,140000,17bc272c93f19d56,2018,1,1727.12654011131
97,广东,440000,17bc272c93f19d56,2018,1,1862.2330883109985
98,广西,450000,17bc272c93f19d56,2018,1,2082.2489629075035
99,江苏,320000,17bc272c93f19d56,2018,1,2251.201739156667
100,江西,360000,17bc272c93f19d56,2018,1,959.6864441501066
101,河北,130000,17bc272c93f19d56,2018,1,3782.821049133952
102,河南,410000,17bc272c93f19d56,2018,1,3462.3297789673306
103,浙江,330000,17bc272c93f19d56,2018,1,1805.0867837476014
104,湖北,420000,17bc272c93f19d56,2018,1,1329.0246508386276
105,湖南,430000,17bc272c93f19d56,2018,1,1534.2500151720074
106,福建,350000,17bc272c93f19d56,2018,1,539.8740768711414
107,辽宁,210000,17bc272c93f19d56,2018,1,1304.5642899822446
108,重庆,500000,17bc272c93f19d56,2018,1,332.8246465196333
109,陕西,610000,17bc272c93f19d56,2018,1,1804.7527143735033
110,黑龙江,230000,17bc272c93f19d56,2018,1,634.4000935043306
111,上海,310000,2a2ab41f8f6ff1cb,2018,1,338.63779567949484
112,云南,530000,2a2ab41f8f6ff1cb,2018,1,519.2077896205873
113,内蒙古,150000,2a2ab41f8f6ff1cb,2018,1,491.9615491653591
114,北京,110000,2a2ab41f8f6ff1cb,2018,1,12.324825089170304
115,四川,510000,2a2ab41f8f6ff1cb,2018,1,743.0254746806829
116,安徽,340000,2a2ab41f8f6ff1cb,2018,1,1550.6677087833725
117,山东,370000,2a2ab41f8f6ff1cb,2018,1,2257.762920301192
118,山西,140000,2a2ab41f8f6ff1cb,2018,1,592.8316466422443
119,广东,440000,2a2ab41f8f6ff1cb,2018,1,3894.61098837629
120,广西,450000,2a2ab41f8f6ff1cb,2018,1,554.9530294077215
121,江苏,320000,2a2ab41f8f6ff1cb,2018,1,1719.3057170825389
122,江西,360000,2a2ab41f8f6ff1cb,2018,1,1034.7173098362218
123,河北,130000,2a2ab41f8f6ff1cb,2018,1,2143.486110652354
124,河南,410000,2a2ab41f8f6ff1cb,2018,1,2638.944708851634
125,浙江,330000,2a2ab41f8f6ff1cb,2018,1,1683.4596334625237
126,湖北,420000,2a2ab41f8f6ff1cb,2018,1,1186.9604278942684
127,湖南,430000,2a2ab41f8f6ff1cb,2018,1,1690.5329131502792
128,福建,350000,2a2ab41f8f6ff1cb,2018,1,306.6899074826624
129,辽宁,210000,2a2ab41f8f6ff1cb,2018,1,482.6887215361988
130,重庆,500000,2a2ab41f8f6ff1cb,2018,1,568.3720594716374
131,陕西,610000,2a2ab41f8f6ff1cb,2018,1,545.6582942550039
132,黑龙江,230000,2a2ab41f8f6ff1cb,2018,1,367.07974714167307
133,上海,310000,c06a2a387c0ee510,2018,1,1108.512843659585
134,云南,530000,c06a2a387c0ee510,2018,1,253.59604685403798
135,内蒙古,150000,c06a2a387c0ee510,2018,1,168.4641025551989
136,北京,110000,c06a2a387c0ee510,2018,1,1201.9331615178382
137,四川,510000,c06a2a387c0ee510,2018,1,255.94699288575208
138,安徽,340000,c06a2a387c0ee510,2018,1,358.2995537504259
139,山东,370000,c06a2a387c0ee510,2018,1,1163.735561781853
140,山西,140000,c06a2a387c0ee510,2018,1,268.3433121543045
141,广东,440000,c06a2a387c0ee510,2018,1,1080.9783441722698
142,广西,450000,c06a2a387c0ee510,2018,1,139.27086148403595
143,江苏,320000,c06a2a387c0ee510,2018,1,1087.9172468567922
144,江西,360000,c06a2a387c0ee510,2018,1,198.56410335605688
145,河北,130000,c06a2a387c0ee510,2018,1,616.05788706492
146,河南,410000,c06a2a387c0ee510,2018,1,721.8894380030692
147,浙江,330000,c06a2a387c0ee510,2018,1,883.5993752185798
148,湖北,420000,c06a2a387c0ee510,2018,1,274.7304954397952
149,湖南,430000,c06a2a387c0ee510,2018,1,192.8584557987818
150,福建,350000,c06a2a387c0ee510,2018,1,212.35358638570392
151,辽宁,210000,c06a2a387c0ee510,2018,1,352.7035252515458
152,重庆,500000,c06a2a387c0ee510,2018,1,172.51882682699602
153,陕西,610000,c06a2a387c0ee510,2018,1,309.4509476960614
154,黑龙江,230000,c06a2a387c0ee510,2018,1,212.78811274979478
155,上海,310000,7023efdab9cedc03,2018,1,262.07959283057215
156,云南,530000,7023efdab9cedc03,2018,1,-105.58488720222522
157,内蒙古,150000,7023efdab9cedc03,2018,1,-148.20446763187397
158,北京,110000,7023efdab9cedc03,2018,1,-135.09456575585
159,四川,510000,7023efdab9cedc03,2018,1,24.58513854232922
160,安徽,340000,7023efdab9cedc03,2018,1,308.5604760879704
161,山东,370000,7023efdab9cedc03,2018,1,165.3945653186201
162,山西,140000,7023efdab9cedc03,2018,1,-127.49265508143662
163,广东,440000,7023efdab9cedc03,2018,1,180.36245322601286
164,广西,450000,7023efdab9cedc03,2018,1,-85.49072022301186
165,江苏,320000,7023efdab9cedc03,2018,1,1023.7139100069398
166,江西,360000,7023efdab9cedc03,2018,1,15.824083693966827
167,河北,130000,7023efdab9cedc03,2018,1,-5.665812425493868
168,河南,410000,7023efdab9cedc03,2018,1,172.56329339897496
169,浙江,330000,7023efdab9cedc03,2018,1,557.1419697099318
170,湖北,420000,7023efdab9cedc03,2018,1,84.02603223669053
171,湖南,430000,7023efdab9cedc03,2018,1,48.890762243474285
172,福建,350000,7023efdab9cedc03,2018,1,-56.102632497160926
173,辽宁,210000,7023efdab9cedc03,2018,1,-130.02741256545198
174,重庆,500000,7023efdab9cedc03,2018,1,-106.86757677854064
175,陕西,610000,7023efdab9cedc03,2018,1,-41.16031694068636
176,黑龙江,230000,7023efdab9cedc03,2018,1,-147.39079451714588
177,上海,310000,af6f4f548684e14d,2018,1,672.549673821812
178,云南,530000,af6f4f548684e14d,2018,1,119.46287680140489
179,内蒙古,150000,af6f4f548684e14d,2018,1,87.91645008180723
180,北京,110000,af6f4f548684e14d,2018,1,157.70877081794606
181,四川,510000,af6f4f548684e14d,2018,1,465.48771179674486
182,安徽,340000,af6f4f548684e14d,2018,1,724.7020301213449
183,山东,370000,af6f4f548684e14d,2018,1,922.1551507486372
184,山西,140000,af6f4f548684e14d,2018,1,185.0585630062717
185,广东,440000,af6f4f548684e14d,2018,1,728.0603150336588
186,广西,450000,af6f4f548684e14d,2018,1,104.10366677247589
187,江苏,320000,af6f4f548684e14d,2018,1,1150.5507752667545
188,江西,360000,af6f4f548684e14d,2018,1,649.9188049640668
189,河北,130000,af6f4f548684e14d,2018,1,496.72492888784245
190,河南,410000,af6f4f548684e14d,2018,1,794.641636197088
191,浙江,330000,af6f4f548684e14d,2018,1,768.8542209931705
192,湖北,420000,af6f4f548684e14d,2018,1,763.5477952964096
193,湖南,430000,af6f4f548684e14d,2018,1,754.9708776627805
194,福建,350000,af6f4f548684e14d,2018,1,203.14021040039825
195,辽宁,210000,af6f4f548684e14d,2018,1,132.86185211559587
196,重庆,500000,af6f4f548684e14d,2018,1,195.71168678045944
197,陕西,610000,af6f4f548684e14d,2018,1,144.05435703670025
198,黑龙江,230000,af6f4f548684e14d,2018,1,-12.998154687360966
199,上海,310000,7cf283430b3b5e38,2018,1,683.0465130692094
200,云南,530000,7cf283430b3b5e38,2018,1,267.2543290641647
201,内蒙古,150000,7cf283430b3b5e38,2018,1,244.96256871813887
202,北京,110000,7cf283430b3b5e38,2018,1,-25.025629442190734
203,四川,510000,7cf283430b3b5e38,2018,1,915.4160625958921
204,安徽,340000,7cf283430b3b5e38,2018,1,1616.6220594259596
205,山东,370000,7cf283430b3b5e38,2018,1,2258.6680512187268
206,山西,140000,7cf283430b3b5e38,2018,1,552.2358042414373
207,广东,440000,7cf283430b3b5e38,2018,1,1111.6446829612992
208,广西,450000,7cf283430b3b5e38,2018,1,490.9557576563118
209,江苏,320000,7cf283430b3b5e38,2018,1,2933.932038210703
210,江西,360000,7cf283430b3b5e38,2018,1,1308.7044861721588
211,河北,130000,7cf283430b3b5e38,2018,1,1344.9611118972025
212,河南,410000,7cf283430b3b5e38,2018,1,2100.477488438194
213,浙江,330000,7cf283430b3b5e38,2018,1,1829.4707533136618
214,湖北,420000,7cf283430b3b5e38,2018,1,1172.758529625608
215,湖南,430000,7cf283430b3b5e38,2018,1,1067.6112121358146
216,福建,350000,7cf283430b3b5e38,2018,1,667.1331811433121
217,辽宁,210000,7cf283430b3b5e38,2018,1,308.10909151801945
218,重庆,500000,7cf283430b3b5e38,2018,1,386.34676258553105
219,陕西,610000,7cf283430b3b5e38,2018,1,505.1138205177054
220,黑龙江,230000,7cf283430b3b5e38,2018,1,102.03629693788747
221,上海,310000,d4efbebb087fd03f,2018,1,381.03158202340796
222,云南,530000,d4efbebb087fd03f,2018,1,744.3985226115966
223,内蒙古,150000,d4efbebb087fd03f,2018,1,301.6738175534929
224,北京,110000,d4efbebb087fd03f,2018,1,401.9522897334167
225,四川,510000,d4efbebb087fd03f,2018,1,1485.0641228395277
226,安徽,340000,d4efbebb087fd03f,2018,1,1923.9000795849793
227,山东,370000,d4efbebb087fd03f,2018,1,1952.7355927854142
228,山西,140000,d4efbebb087fd03f,2018,1,1038.7779792724043
229,广东,440000,d4efbebb087fd03f,2018,1,1928.954120837486
230,广西,450000,d4efbebb087fd03f,2018,1,896.4449616012748
231,江苏,320000,d4efbebb087fd03f,2018,1,1679.3880102645626
232,江西,360000,d4efbebb087fd03f,2018,1,1417.216033738651
233,河北,130000,d4efbebb087fd03f,2018,1,1678.2949144237177
234,河南,410000,d4efbebb087fd03f,2018,1,2252.8272936927465
235,浙江,330000,d4efbebb087fd03f,2018,1,2244.708153716798
236,湖北,420000,d4efbebb087fd03f,2018,1,1670.0137890784172
237,湖南,430000,d4efbebb087fd03f,2018,1,1769.0922338991659
238,福建,350000,d4efbebb087fd03f,2018,1,1343.5868830774727
239,辽宁,210000,d4efbebb087fd03f,2018,1,753.7072044684377
240,重庆,500000,d4efbebb087fd03f,2018,1,795.77217435747
241,陕西,610000,d4efbebb087fd03f,2018,1,1618.929190410559
242,黑龙江,230000,d4efbebb087fd03f,2018,1,198.5167863627973
243,上海,310000,7245e0ee27b195cd,2018,1,113.867825589821
244,云南,530000,7245e0ee27b195cd,2018,1,522.4737412435584
245,内蒙古,150000,7245e0ee27b195cd,2018,1,402.45392315851603
246,北京,110000,7245e0ee27b195cd,2018,1,104.80018757256715
247,四川,510000,7245e0ee27b195cd,2018,1,984.5025783026252
248,安徽,340000,7245e0ee27b195cd,2018,1,772.8660057043891
249,山东,370000,7245e0ee27b195cd,2018,1,1556.618329689572
250,山西,140000,7245e0ee27b195cd,2018,1,1013.3957921738424
251,广东,440000,7245e0ee27b195cd,2018,1,1403.8586338548544
252,广西,450000,7245e0ee27b195cd,2018,1,641.4229716357976
253,江苏,320000,7245e0ee27b195cd,2018,1,781.7825103133098
254,江西,360000,7245e0ee27b195cd,2018,1,707.488539608712
255,河北,130000,7245e0ee27b195cd,2018,1,1814.5435857102789
256,河南,410000,7245e0ee27b195cd,2018,1,1660.5608962649246
257,浙江,330000,7245e0ee27b195cd,2018,1,930.6592197583925
258,湖北,420000,7245e0ee27b195cd,2018,1,673.297756706856
259,湖南,430000,7245e0ee27b195cd,2018,1,978.9417728667138
260,福建,350000,7245e0ee27b195cd,2018,1,366.6057220826925
261,辽宁,210000,7245e0ee27b195cd,2018,1,578.280042402746
262,重庆,500000,7245e0ee27b195cd,2018,1,493.91190920637473
263,陕西,610000,7245e0ee27b195cd,2018,1,1125.1906992932704
264,黑龙江,230000,7245e0ee27b195cd,2018,1,389.2612369044398
265,上海,310000,8c915fe4632fb9fa,2018,1,96.74900978401126
266,云南,530000,8c915fe4632fb9fa,2018,1,774.5321583835669
267,内蒙古,150000,8c915fe4632fb9fa,2018,1,461.6035037979897
268,北京,110000,8c915fe4632fb9fa,2018,1,24.722121645018944
269,四川,510000,8c915fe4632fb9fa,2018,1,1219.027382260026
270,安徽,340000,8c915fe4632fb9fa,2018,1,1015.1649265018616
271,山东,370000,8c915fe4632fb9fa,2018,1,1807.0627772199914
272,山西,140000,8c915fe4632fb9fa,2018,1,733.4081532795979
273,广东,440000,8c915fe4632fb9fa,2018,1,1008.3922440983081
274,广西,450000,8c915fe4632fb9fa,2018,1,553.3296534079063
275,江苏,320000,8c915fe4632fb9fa,2018,1,1342.2164819663199
276,江西,360000,8c915fe4632fb9fa,2018,1,793.9697511809228
277,河北,130000,8c915fe4632fb9fa,2018,1,1941.5534715418323
278,河南,410000,8c915fe4632fb9fa,2018,1,1623.3436785682845
279,浙江,330000,8c915fe4632fb9fa,2018,1,996.8214068326466
280,湖北,420000,8c915fe4632fb9fa,2018,1,929.7399181750625
281,湖南,430000,8c915fe4632fb9fa,2018,1,807.7760109758219
282,福建,350000,8c915fe4632fb9fa,2018,1,433.81468565198
283,辽宁,210000,8c915fe4632fb9fa,2018,1,291.8829054964132
284,重庆,500000,8c915fe4632fb9fa,2018,1,400.50688182227725
285,陕西,610000,8c915fe4632fb9fa,2018,1,656.6667701430862
286,黑龙江,230000,8c915fe4632fb9fa,2018,1,476.60533207877484
287,上海,310000,6155b214590c66e6,2018,1,318.1297882506276
288,云南,530000,6155b214590c66e6,2018,1,1229.058747712285
289,内蒙古,150000,6155b214590c66e6,2018,1,867.1066951673802
290,北京,110000,6155b214590c66e6,2018,1,211.57806819583323
291,四川,510000,6155b214590c66e6,2018,1,1962.3024210095268
292,安徽,340000,6155b214590c66e6,2018,1,1653.5865669159136
293,山东,370000,6155b214590c66e6,2018,1,2343.928223754893
294,山西,140000,6155b214590c66e6,2018,1,874.9915508742071
295,广东,440000,6155b214590c66e6,2018,1,2242.8161255112764
296,广西,450000,6155b214590c66e6,2018,1,822.850504639113
297,江苏,320000,6155b214590c66e6,2018,1,2455.8017210610606
298,江西,360000,6155b214590c66e6,2018,1,1255.5357409044598
299,河北,130000,6155b214590c66e6,2018,1,2045.7871882908566
300,河南,410000,6155b214590c66e6,2018,1,2503.816823212644
301,浙江,330000,6155b214590c66e6,2018,1,1970.6015447291995
302,湖北,420000,6155b214590c66e6,2018,1,1471.9374441982518
303,湖南,430000,6155b214590c66e6,2018,1,1640.1588023467875
304,福建,350000,6155b214590c66e6,2018,1,762.707307861491
305,辽宁,210000,6155b214590c66e6,2018,1,986.7845848596504
306,重庆,500000,6155b214590c66e6,2018,1,955.694714188613
307,陕西,610000,6155b214590c66e6,2018,1,1093.304339475797
308,黑龙江,230000,6155b214590c66e6,2018,1,607.392300969309
309,上海,310000,28e29f2c03dcd84c,2018,1,545.8334322825509
310,云南,530000,28e29f2c03dcd84c,2018,1,347.3301146546884
311,内蒙古,150000,28e29f2c03dcd84c,2018,1,390.41060820542646
312,北京,110000,28e29f2c03dcd84c,2018,1,789.6880926548779
313,四川,510000,28e29f2c03dcd84c,2018,1,593.4504527421325
314,安徽,340000,28e29f2c03dcd84c,2018,1,784.914797538368
315,山东,370000,28e29f2c03dcd84c,2018,1,1234.814074040452
316,山西,140000,28e29f2c03dcd84c,2018,1,621.442210703252
317,广东,440000,28e29f2c03dcd84c,2018,1,396.25466407603153
318,广西,450000,28e29f2c03dcd84c,2018,1,96.99976541610494
319,江苏,320000,28e29f2c03dcd84c,2018,1,1379.5372106757534
320,江西,360000,28e29f2c03dcd84c,2018,1,291.5429316782336
321,河北,130000,28e29f2c03dcd84c,2018,1,1345.601723719888
322,河南,410000,28e29f2c03dcd84c,2018,1,1062.2711514679415
323,浙江,330000,28e29f2c03dcd84c,2018,1,630.7080955205787
324,湖北,420000,28e29f2c03dcd84c,2018,1,259.8712900238051
325,湖南,430000,28e29f2c03dcd84c,2018,1,407.5727096943988
326,福建,350000,28e29f2c03dcd84c,2018,1,195.64966975745222
327,辽宁,210000,28e29f2c03dcd84c,2018,1,140.70132504360367
328,重庆,500000,28e29f2c03dcd84c,2018,1,335.60270782010844
329,陕西,610000,28e29f2c03dcd84c,2018,1,470.9574666328899
330,黑龙江,230000,28e29f2c03dcd84c,2018,1,45.32537386496551
331,上海,310000,37aa9169b575ef79,2018,1,-19.747056433372563
332,云南,530000,37aa9169b575ef79,2018,1,1122.6190084935179
333,内蒙古,150000,37aa9169b575ef79,2018,1,827.7537586058706
334,北京,110000,37aa9169b575ef79,2018,1,228.81863771063286
335,四川,510000,37aa9169b575ef79,2018,1,2556.878311199581
336,安徽,340000,37aa9169b575ef79,2018,1,420.4146719700368
337,山东,370000,37aa9169b575ef79,2018,1,3054.320802610228
338,山西,140000,37aa9169b575ef79,2018,1,1150.2248499534585
339,广东,440000,37aa9169b575ef79,2018,1,1901.6514827612039
340,广西,450000,37aa9169b575ef79,2018,1,417.8874884625673
341,江苏,320000,37aa9169b575ef79,2018,1,742.7911904115613
342,江西,360000,37aa9169b575ef79,2018,1,359.37412185294613
343,河北,130000,37aa9169b575ef79,2018,1,3163.2762829310377
344,河南,410000,37aa9169b575ef79,2018,1,1947.9623587493604
345,浙江,330000,37aa9169b575ef79,2018,1,639.2469803902625
346,湖北,420000,37aa9169b575ef79,2018,1,466.391173181815
347,湖南,430000,37aa9169b575ef79,2018,1,1120.6164653829132
348,福建,350000,37aa9169b575ef79,2018,1,436.94387813393354
349,辽宁,210000,37aa9169b575ef79,2018,1,1310.3092733531932
350,重庆,500000,37aa9169b575ef79,2018,1,155.07978655045156
351,陕西,610000,37aa9169b575ef79,2018,1,753.6140567730148
352,黑龙江,230000,37aa9169b575ef79,2018,1,1461.5372342322703
353,上海,310000,63065128401bb3ff,2018,1,2898.1030571183724
354,云南,530000,63065128401bb3ff,2018,1,1236.2622509322641
355,内蒙古,150000,63065128401bb3ff,2018,1,637.7316964374419
356,北京,110000,63065128401bb3ff,2018,1,628.9950737714854
357,四川,510000,63065128401bb3ff,2018,1,2229.1502286043
358,安徽,340000,63065128401bb3ff,2018,1,1911.4303823286007
359,山东,370000,63065128401bb3ff,2018,1,2731.2810929374446
360,山西,140000,63065128401bb3ff,2018,1,1369.3887336291618
361,广东,440000,63065128401bb3ff,2018,1,1612.0566618215728
362,广西,450000,63065128401bb3ff,2018,1,571.6957321255428
363,江苏,320000,63065128401bb3ff,2018,1,3309.162147127041
364,江西,360000,63065128401bb3ff,2018,1,1462.5201409304639
365,河北,130000,63065128401bb3ff,2018,1,2916.1851524358426
366,河南,410000,63065128401bb3ff,2018,1,2971.537890488815
367,浙江,330000,63065128401bb3ff,2018,1,1901.7596358886544
368,湖北,420000,63065128401bb3ff,2018,1,1317.47710558686
369,湖南,430000,63065128401bb3ff,2018,1,1622.2616586501304
370,福建,350000,63065128401bb3ff,2018,1,1178.7316688599246
371,辽宁,210000,63065128401bb3ff,2018,1,756.3338269582996
372,重庆,500000,63065128401bb3ff,2018,1,1059.617694297737
373,陕西,610000,63065128401bb3ff,2018,1,1464.1565270674105
374,黑龙江,230000,63065128401bb3ff,2018,1,298.8859019394473
375,上海,310000,ea489c253676aafc,2018,1,319.9696537467121
376,云南,530000,ea489c253676aafc,2018,1,780.2064105864501
377,内蒙古,150000,ea489c253676aafc,2018,1,876.4385061568989
378,北京,110000,ea489c253676aafc,2018,1,37.45552359016625
379,四川,510000,ea489c253676aafc,2018,1,1338.6419722397127
380,安徽,340000,ea489c253676aafc,2018,1,1248.8620088396506
381,山东,370000,ea489c253676aafc,2018,1,2991.334310605107
382,山西,140000,ea489c253676aafc,2018,1,1797.1112235635921
383,广东,440000,ea489c253676aafc,2018,1,513.8738369983156
384,广西,450000,ea489c253676aafc,2018,1,354.0255913618389
385,江苏,320000,ea489c253676aafc,2018,1,1626.9215273598204
386,江西,360000,ea489c253676aafc,2018,1,468.12082917509633
387,河北,130000,ea489c253676aafc,2018,1,3313.234503290474
388,河南,410000,ea489c253676aafc,2018,1,1923.0345288029423
389,浙江,330000,ea489c253676aafc,2018,1,770.657723257774
390,湖北,420000,ea489c253676aafc,2018,1,292.2091565721414
391,湖南,430000,ea489c253676aafc,2018,1,596.2633095423843
392,福建,350000,ea489c253676aafc,2018,1,343.7288924086508
393,辽宁,210000,ea489c253676aafc,2018,1,1025.2065941910348
394,重庆,500000,ea489c253676aafc,2018,1,341.62572942683755
395,陕西,610000,ea489c253676aafc,2018,1,942.4000642932957
396,黑龙江,230000,ea489c253676aafc,2018,1,639.9127471807502
397,上海,310000,cd5841d44fd7625e,2018,1,227.29630914521852
398,云南,530000,cd5841d44fd7625e,2018,1,325.105298488455
399,内蒙古,150000,cd5841d44fd7625e,2018,1,389.03031206039896
400,北京,110000,cd5841d44fd7625e,2018,1,930.8090704771494
401,四川,510000,cd5841d44fd7625e,2018,1,889.4300341091657
402,安徽,340000,cd5841d44fd7625e,2018,1,536.8785691472527
403,山东,370000,cd5841d44fd7625e,2018,1,1597.7194499826871
404,山西,140000,cd5841d44fd7625e,2018,1,348.2635054632059
405,广东,440000,cd5841d44fd7625e,2018,1,841.8269807138595
406,广西,450000,cd5841d44fd7625e,2018,1,194.70402213742767
407,江苏,320000,cd5841d44fd7625e,2018,1,1176.8426946772042
408,江西,360000,cd5841d44fd7625e,2018,1,263.2162593967077
409,河北,130000,cd5841d44fd7625e,2018,1,1650.648596981591
410,河南,410000,cd5841d44fd7625e,2018,1,1455.0606698794775
411,浙江,330000,cd5841d44fd7625e,2018,1,722.860189690516
412,湖北,420000,cd5841d44fd7625e,2018,1,472.8499631219073
