id,province,adcode,model,regYear,regMonth,forecastVolum
44,黑龙江,230000,3d7554f1f56dd664,2018,1,521.2418298863435
45,上海,310000,2d0d2c3403909fdb,2018,1,-79.319476709686
46,云南,530000,2d0d2c3403909fdb,2018,1,20.804421196215685
47,内蒙古,150000,2d0d2c3403909fdb,2018,1,-35.31833780558566
48,北京,110000,2d0d2c3403909fdb,2018,1,92.44690966535347
49,四川,510000,2d0d2c3403909fdb,2018,1,27.944563623155545
50,安徽,340000,2d0d2c3403909fdb,2018,1,-91.14440867236988
51,山东,370000,2d0d2c3403909fdb,2018,1,69.04902298119964
52,山西,140000,2d0d2c3403909fdb,2018,1,-76.19223880232505
53,广东,440000,2d0d2c3403909fdb,2018,1,1055.2115538023334
54,广西,450000,2d0d2c3403909fdb,2018,1,-51.48617163154552
55,江苏,320000,2d0d2c3403909fdb,2018,1,107.79292631578323
56,江西,360000,2d0d2c3403909fdb,2018,1,-107.42047706638846
57,河北,130000,2d0d2c3403909fdb,2018,1,62.50567732983052
58,河南,410000,2d0d2c3403909fdb,2018,1,10.871843201485149
59,浙江,330000,2d0d2c3403909fdb,2018,1,100.31904027717735
60,湖北,420000,2d0d2c3403909fdb,2018,1,-24.81184784613788
61,湖南,430000,2d0d2c3403909fdb,2018,1,-40.84978390230583
62,福建,350000,2d0d2c3403909fdb,2018,1,-102.34078202235526
63,辽宁,210000,2d0d2c3403909fdb,2018,1,208.06099445803244
64,重庆,500000,2d0d2c3403909fdb,2018,1,-77.16732720214884
65,陕西,610000,2d0d2c3403909fdb,2018,1,1.4706651740852976
66,黑龙江,230000,2d0d2c3403909fdb,2018,1,7.605423295017886
67,上海,310000,a28bb927b6fcb33c,2018,1,112.84395426579334
68,云南,530000,a28bb927b6fcb33c,2018,1,225.42743043252705
69,内蒙古,150000,a28bb927b6fcb33c,2018,1,109.22326771443898
70,北京,110000,a28bb927b6fcb33c,2018,1,76.87872303624505
71,四川,510000,a28bb927b6fcb33c,2018,1,337.76033420853514
72,安徽,340000,a28bb927b6fcb33c,2018,1,201.9034329668542
73,山东,370000,a28bb927b6fcb33c,2018,1,359.1679345935915
74,山西,140000,a28bb927b6fcb33c,2018,1,129.4805602315165
75,广东,440000,a28bb927b6fcb33c,2018,1,3363.6797931853744
76,广西,450000,a28bb927b6fcb33c,2018,1,359.088774322596
77,江苏,320000,a28bb927b6fcb33c,2018,1,887.4129945703336
78,江西,360000,a28bb927b6fcb33c,2018,1,262.54948477869584
79,河北,130000,a28bb927b6fcb33c,2018,1,374.1212039118447
80,河南,410000,a28bb927b6fcb33c,2018,1,568.7397638168478
81,浙江,330000,a28bb927b6fcb33c,2018,1,1105.4994190019318
82,湖北,420000,a28bb927b6fcb33c,2018,1,524.4370910615532
83,湖南,430000,a28bb927b6fcb33c,2018,1,465.61382257826386
84,福建,350000,a28bb927b6fcb33c,2018,1,536.5996961452402
85,辽宁,210000,a28bb927b6fcb33c,2018,1,473.9685091527584
86,重庆,500000,a28bb927b6fcb33c,2018,1,100.61760154617872
87,陕西,610000,a28bb927b6fcb33c,2018,1,192.25072562158448
88,黑龙江,230000,a28bb927b6fcb33c,2018,1,140.2510806421651
89,上海,310000,17bc272c93f19d56,2018,1,217.88159161673542
90,云南,530000,17bc272c93f19d56,2018,1,2874.9814169766214
91,内蒙古,150000,17bc272c93f19d56,2018,1,517.5277920380462
92,北京,110000,17bc272c93f19d56,2018,1,113.49368743657715
93,四川,510000,17bc272c93f19d56,2018,1,1371.595774106504
94,安徽,340000,17bc272c93f19d56,2018,1,1599.8487961199785
95,山东,370000,17bc272c93f19d56,2018,1,3409.0943338416623
96,山西,140000,17bc272c93f19d56,2018,1,1632.7951868914404
97,广东,440000,17bc272c93f19d56,2018,1,1762.327939878238
98,广西,450000,17bc272c93f19d56,2018,1,2092.863768875617
99,江苏,320000,17bc272c93f19d56,2018,1,2097.348540278064
100,江西,360000,17bc272c93f19d56,2018,1,916.6641806341029
101,河北,130000,17bc272c93f19d56,2018,1,3809.303580287471
102,河南,410000,17bc272c93f19d56,2018,1,4037.3825637216064
103,浙江,330000,17bc272c93f19d56,2018,1,1615.1681816915857
104,湖北,420000,17bc272c93f19d56,2018,1,1281.5190411308172
105,湖南,430000,17bc272c93f19d56,2018,1,1488.10739548002
106,福建,350000,17bc272c93f19d56,2018,1,492.85391426758656
107,辽宁,210000,17bc272c93f19d56,2018,1,1148.141802801826
108,重庆,500000,17bc272c93f19d56,2018,1,277.70150990082186
109,陕西,610000,17bc272c93f19d56,2018,1,1682.266854317462
110,黑龙江,230000,17bc272c93f19d56,2018,1,556.4521473998501
111,上海,310000,2a2ab41f8f6ff1cb,2018,1,339.3503399192141
112,云南,530000,2a2ab41f8f6ff1cb,2018,1,509.1972322436776
113,内蒙古,150000,2a2ab41f8f6ff1cb,2018,1,508.91383928791987
114,北京,110000,2a2ab41f8f6ff1cb,2018,1,40.2527641538303
115,四川,510000,2a2ab41f8f6ff1cb,2018,1,833.1496875308455
116,安徽,340000,2a2ab41f8f6ff1cb,2018,1,1925.2791948411898
117,山东,370000,2a2ab41f8f6ff1cb,2018,1,2433.5194078255645
118,山西,140000,2a2ab41f8f6ff1cb,2018,1,610.5922551595559
119,广东,440000,2a2ab41f8f6ff1cb,2018,1,5205.44969644776
120,广西,450000,2a2ab41f8f6ff1cb,2018,1,579.5875510043554
121,江苏,320000,2a2ab41f8f6ff1cb,2018,1,2236.3114641487164
122,江西,360000,2a2ab41f8f6ff1cb,2018,1,1026.4658288722403
123,河北,130000,2a2ab41f8f6ff1cb,2018,1,2474.4325631953698
124,河南,410000,2a2ab41f8f6ff1cb,2018,1,2859.7531634453885
125,浙江,330000,2a2ab41f8f6ff1cb,2018,1,1505.9880067332488
126,湖北,420000,2a2ab41f8f6ff1cb,2018,1,1301.9936986307002
127,湖南,430000,2a2ab41f8f6ff1cb,2018,1,1928.5303039133494
128,福建,350000,2a2ab41f8f6ff1cb,2018,1,280.2767026467192
129,辽宁,210000,2a2ab41f8f6ff1cb,2018,1,450.7276196007152
130,重庆,500000,2a2ab41f8f6ff1cb,2018,1,558.3371309927777
131,陕西,610000,2a2ab41f8f6ff1cb,2018,1,567.3762851573765
132,黑龙江,230000,2a2ab41f8f6ff1cb,2018,1,368.9159274502447
133,上海,310000,c06a2a387c0ee510,2018,1,1026.2175571786913
134,云南,530000,c06a2a387c0ee510,2018,1,203.4738522113044
135,内蒙古,150000,c06a2a387c0ee510,2018,1,112.47046763741349
136,北京,110000,c06a2a387c0ee510,2018,1,1134.1762858979437
137,四川,510000,c06a2a387c0ee510,2018,1,247.82180594465808
138,安徽,340000,c06a2a387c0ee510,2018,1,300.3234304717609
139,山东,370000,c06a2a387c0ee510,2018,1,1080.5799774381398
140,山西,140000,c06a2a387c0ee510,2018,1,219.5494952689856
141,广东,440000,c06a2a387c0ee510,2018,1,1001.2538119241365
142,广西,450000,c06a2a387c0ee510,2018,1,80.99407984071308
143,江苏,320000,c06a2a387c0ee510,2018,1,1003.2326558178071
144,江西,360000,c06a2a387c0ee510,2018,1,146.71893084989966
145,河北,130000,c06a2a387c0ee510,2018,1,581.0533801479559
146,河南,410000,c06a2a387c0ee510,2018,1,667.8518843290127
147,浙江,330000,c06a2a387c0ee510,2018,1,816.5542090721725
148,湖北,420000,c06a2a387c0ee510,2018,1,221.90052274130773
149,湖南,430000,c06a2a387c0ee510,2018,1,137.4175175673243
150,福建,350000,c06a2a387c0ee510,2018,1,152.1509379642274
151,辽宁,210000,c06a2a387c0ee510,2018,1,302.87524976315643
152,重庆,500000,c06a2a387c0ee510,2018,1,115.52245442296402
153,陕西,610000,c06a2a387c0ee510,2018,1,263.7244691509048
154,黑龙江,230000,c06a2a387c0ee510,2018,1,160.46545395881606
155,上海,310000,7023efdab9cedc03,2018,1,499.21517907957485
156,云南,530000,7023efdab9cedc03,2018,1,111.04981767111218
157,内蒙古,150000,7023efdab9cedc03,2018,1,65.73162125411187
158,北京,110000,7023efdab9cedc03,2018,1,66.69709966218926
159,四川,510000,7023efdab9cedc03,2018,1,212.2928927725771
160,安徽,340000,7023efdab9cedc03,2018,1,534.8802813084174
161,山东,370000,7023efdab9cedc03,2018,1,358.80450588030214
162,山西,140000,7023efdab9cedc03,2018,1,84.18304972895328
163,广东,440000,7023efdab9cedc03,2018,1,341.98111588008504
164,广西,450000,7023efdab9cedc03,2018,1,129.7366095031315
165,江苏,320000,7023efdab9cedc03,2018,1,1239.3114687371417
166,江西,360000,7023efdab9cedc03,2018,1,246.64584428515292
167,河北,130000,7023efdab9cedc03,2018,1,201.91658562504944
168,河南,410000,7023efdab9cedc03,2018,1,368.7208771940367
169,浙江,330000,7023efdab9cedc03,2018,1,789.5519850387243
170,湖北,420000,7023efdab9cedc03,2018,1,298.05840428150793
171,湖南,430000,7023efdab9cedc03,2018,1,269.39823271014
172,福建,350000,7023efdab9cedc03,2018,1,160.20549553801612
173,辽宁,210000,7023efdab9cedc03,2018,1,86.0920175809427
174,重庆,500000,7023efdab9cedc03,2018,1,112.9404613862971
175,陕西,610000,7023efdab9cedc03,2018,1,173.44521374322397
176,黑龙江,230000,7023efdab9cedc03,2018,1,59.66291146628345
177,上海,310000,af6f4f548684e14d,2018,1,819.219800892972
178,云南,530000,af6f4f548684e14d,2018,1,211.80111366104813
179,内蒙古,150000,af6f4f548684e14d,2018,1,170.48883823148896
180,北京,110000,af6f4f548684e14d,2018,1,283.4453123829544
181,四川,510000,af6f4f548684e14d,2018,1,740.5975672743898
182,安徽,340000,af6f4f548684e14d,2018,1,860.5877206179609
183,山东,370000,af6f4f548684e14d,2018,1,1098.2402918466746
184,山西,140000,af6f4f548684e14d,2018,1,290.4207004598697
185,广东,440000,af6f4f548684e14d,2018,1,956.6034692132043
186,广西,450000,af6f4f548684e14d,2018,1,193.57547927194224
187,江苏,320000,af6f4f548684e14d,2018,1,1330.2225607419941
188,江西,360000,af6f4f548684e14d,2018,1,808.0868494164822
189,河北,130000,af6f4f548684e14d,2018,1,653.0442613581274
190,河南,410000,af6f4f548684e14d,2018,1,991.2620266073753
191,浙江,330000,af6f4f548684e14d,2018,1,935.9250880323593
192,湖北,420000,af6f4f548684e14d,2018,1,948.3355779667072
193,湖南,430000,af6f4f548684e14d,2018,1,920.601467549135
194,福建,350000,af6f4f548684e14d,2018,1,317.7750533222445
195,辽宁,210000,af6f4f548684e14d,2018,1,204.82291588315616
196,重庆,500000,af6f4f548684e14d,2018,1,293.3079328953957
197,陕西,610000,af6f4f548684e14d,2018,1,257.87182129615354
198,黑龙江,230000,af6f4f548684e14d,2018,1,39.81697546031512
199,上海,310000,7cf283430b3b5e38,2018,1,801.9233631210707
200,云南,530000,7cf283430b3b5e38,2018,1,273.7315653019736
201,内蒙古,150000,7cf283430b3b5e38,2018,1,227.86401126357424
202,北京,110000,7cf283430b3b5e38,2018,1,20.707343991455787
203,四川,510000,7cf283430b3b5e38,2018,1,1163.7027412168206
204,安徽,340000,7cf283430b3b5e38,2018,1,1667.6740818506096
205,山东,370000,7cf283430b3b5e38,2018,1,2453.675306785657
206,山西,140000,7cf283430b3b5e38,2018,1,663.3478420426932
207,广东,440000,7cf283430b3b5e38,2018,1,1440.4101560215386
208,广西,450000,7cf283430b3b5e38,2018,1,587.426046645067
209,江苏,320000,7cf283430b3b5e38,2018,1,2954.683105134205
210,江西,360000,7cf283430b3b5e38,2018,1,1386.584673690766
211,河北,130000,7cf283430b3b5e38,2018,1,1606.2792650886317
212,河南,410000,7cf283430b3b5e38,2018,1,2125.6701632418926
213,浙江,330000,7cf283430b3b5e38,2018,1,1825.1280143316014
214,湖北,420000,7cf283430b3b5e38,2018,1,1251.9147285906731
215,湖南,430000,7cf283430b3b5e38,2018,1,1247.811017793152
216,福建,350000,7cf283430b3b5e38,2018,1,859.3422697596626
217,辽宁,210000,7cf283430b3b5e38,2018,1,340.8346764409871
218,重庆,500000,7cf283430b3b5e38,2018,1,376.2011970406762
219,陕西,610000,7cf283430b3b5e38,2018,1,582.8475371027891
220,黑龙江,230000,7cf283430b3b5e38,2018,1,79.15221904973214
221,上海,310000,d4efbebb087fd03f,2018,1,219.97441164133005
222,云南,530000,d4efbebb087fd03f,2018,1,578.2758278512808
223,内蒙古,150000,d4efbebb087fd03f,2018,1,282.04828019297884
224,北京,110000,d4efbebb087fd03f,2018,1,345.7823562594198
225,四川,510000,d4efbebb087fd03f,2018,1,1420.8835486396165
226,安徽,340000,d4efbebb087fd03f,2018,1,3075.1008623901853
227,山东,370000,d4efbebb087fd03f,2018,1,2216.164686536722
228,山西,140000,d4efbebb087fd03f,2018,1,987.4410776008997
229,广东,440000,d4efbebb087fd03f,2018,1,2365.358016705635
230,广西,450000,d4efbebb087fd03f,2018,1,860.3244434923841
231,江苏,320000,d4efbebb087fd03f,2018,1,2356.9756606845654
232,江西,360000,d4efbebb087fd03f,2018,1,1213.985557098722
233,河北,130000,d4efbebb087fd03f,2018,1,1700.6392854025241
234,河南,410000,d4efbebb087fd03f,2018,1,2542.2629796843057
235,浙江,330000,d4efbebb087fd03f,2018,1,1765.9932558827875
236,湖北,420000,d4efbebb087fd03f,2018,1,1687.3372651321808
237,湖南,430000,d4efbebb087fd03f,2018,1,1458.5779268586462
238,福建,350000,d4efbebb087fd03f,2018,1,1263.2299237877596
239,辽宁,210000,d4efbebb087fd03f,2018,1,644.2414376579267
240,重庆,500000,d4efbebb087fd03f,2018,1,742.7284404230818
241,陕西,610000,d4efbebb087fd03f,2018,1,1663.2488435326252
242,黑龙江,230000,d4efbebb087fd03f,2018,1,137.29983588873534
243,上海,310000,7245e0ee27b195cd,2018,1,29.14744140361131
244,云南,530000,7245e0ee27b195cd,2018,1,444.8350658480341
245,内蒙古,150000,7245e0ee27b195cd,2018,1,318.4789852176656
246,北京,110000,7245e0ee27b195cd,2018,1,26.366896164591594
247,四川,510000,7245e0ee27b195cd,2018,1,887.2662385946815
248,安徽,340000,7245e0ee27b195cd,2018,1,685.5995743298771
249,山东,370000,7245e0ee27b195cd,2018,1,1496.1589397513117
250,山西,140000,7245e0ee27b195cd,2018,1,935.3241377857795
251,广东,440000,7245e0ee27b195cd,2018,1,1364.7081790050343
252,广西,450000,7245e0ee27b195cd,2018,1,560.7412577415289
253,江苏,320000,7245e0ee27b195cd,2018,1,708.9148089769667
254,江西,360000,7245e0ee27b195cd,2018,1,622.1643751147936
255,河北,130000,7245e0ee27b195cd,2018,1,1710.7919973607327
256,河南,410000,7245e0ee27b195cd,2018,1,1562.386442193198
257,浙江,330000,7245e0ee27b195cd,2018,1,872.3451993970523
258,湖北,420000,7245e0ee27b195cd,2018,1,590.8385506421702
259,湖南,430000,7245e0ee27b195cd,2018,1,876.6727700658685
260,福建,350000,7245e0ee27b195cd,2018,1,271.9630010582107
261,辽宁,210000,7245e0ee27b195cd,2018,1,492.40857666278106
262,重庆,500000,7245e0ee27b195cd,2018,1,409.55324348068586
263,陕西,610000,7245e0ee27b195cd,2018,1,1023.2039289195183
264,黑龙江,230000,7245e0ee27b195cd,2018,1,302.3266251072295
265,上海,310000,8c915fe4632fb9fa,2018,1,68.70762395237966
266,云南,530000,8c915fe4632fb9fa,2018,1,776.241108102259
267,内蒙古,150000,8c915fe4632fb9fa,2018,1,459.88427220253493
268,北京,110000,8c915fe4632fb9fa,2018,1,2.9320354443966608
269,四川,510000,8c915fe4632fb9fa,2018,1,1237.3378370423843
270,安徽,340000,8c915fe4632fb9fa,2018,1,1013.9888426814441
271,山东,370000,8c915fe4632fb9fa,2018,1,1763.445793663921
272,山西,140000,8c915fe4632fb9fa,2018,1,724.7295977671597
273,广东,440000,8c915fe4632fb9fa,2018,1,976.5657431277293
274,广西,450000,8c915fe4632fb9fa,2018,1,559.4187640680436
275,江苏,320000,8c915fe4632fb9fa,2018,1,1280.9557164451426
276,江西,360000,8c915fe4632fb9fa,2018,1,805.182066529928
277,河北,130000,8c915fe4632fb9fa,2018,1,1831.0895482792755
278,河南,410000,8c915fe4632fb9fa,2018,1,1627.3213193045904
279,浙江,330000,8c915fe4632fb9fa,2018,1,954.7328598875924
280,湖北,420000,8c915fe4632fb9fa,2018,1,920.3615435179081
281,湖南,430000,8c915fe4632fb9fa,2018,1,829.8973161292618
282,福建,350000,8c915fe4632fb9fa,2018,1,425.3739774352644
283,辽宁,210000,8c915fe4632fb9fa,2018,1,271.07627571808865
284,重庆,500000,8c915fe4632fb9fa,2018,1,405.10467242850393
285,陕西,610000,8c915fe4632fb9fa,2018,1,681.4232083299261
286,黑龙江,230000,8c915fe4632fb9fa,2018,1,455.3451799145387
287,上海,310000,6155b214590c66e6,2018,1,369.95681986134866
288,云南,530000,6155b214590c66e6,2018,1,1257.472724325608
289,内蒙古,150000,6155b214590c66e6,2018,1,986.5655096240764
290,北京,110000,6155b214590c66e6,2018,1,187.13171512402965
291,四川,510000,6155b214590c66e6,2018,1,1405.867122129844
292,安徽,340000,6155b214590c66e6,2018,1,1666.1565175607643
293,山东,370000,6155b214590c66e6,2018,1,2176.2011286564307
294,山西,140000,6155b214590c66e6,2018,1,980.1540570373958
295,广东,440000,6155b214590c66e6,2018,1,1547.9177852129678
296,广西,450000,6155b214590c66e6,2018,1,932.0347109075466
297,江苏,320000,6155b214590c66e6,2018,1,2091.323075453094
298,江西,360000,6155b214590c66e6,2018,1,1287.244315874625
299,河北,130000,6155b214590c66e6,2018,1,1965.9535663482802
300,河南,410000,6155b214590c66e6,2018,1,2171.91311776296
301,浙江,330000,6155b214590c66e6,2018,1,1784.7413724926457
302,湖北,420000,6155b214590c66e6,2018,1,1432.9311392246273
303,湖南,430000,6155b214590c66e6,2018,1,1656.0762063030854
304,福建,350000,6155b214590c66e6,2018,1,855.9862244640693
305,辽宁,210000,6155b214590c66e6,2018,1,1144.6966207607547
306,重庆,500000,6155b214590c66e6,2018,1,1005.0861626157348
307,陕西,610000,6155b214590c66e6,2018,1,1099.1347540445586
308,黑龙江,230000,6155b214590c66e6,2018,1,705.1484048177124
309,上海,310000,28e29f2c03dcd84c,2018,1,515.6438671730228
310,云南,530000,28e29f2c03dcd84c,2018,1,323.2514862882472
311,内蒙古,150000,28e29f2c03dcd84c,2018,1,362.407031176068
312,北京,110000,28e29f2c03dcd84c,2018,1,744.2845057603685
313,四川,510000,28e29f2c03dcd84c,2018,1,564.9687379030885
314,安徽,340000,28e29f2c03dcd84c,2018,1,740.1853149165925
315,山东,370000,28e29f2c03dcd84c,2018,1,1120.530667702364
316,山西,140000,28e29f2c03dcd84c,2018,1,593.3329746650636
317,广东,440000,28e29f2c03dcd84c,2018,1,349.4617207688526
318,广西,450000,28e29f2c03dcd84c,2018,1,68.83760316277966
319,江苏,320000,28e29f2c03dcd84c,2018,1,1309.7374788442844
320,江西,360000,28e29f2c03dcd84c,2018,1,265.32831976494714
321,河北,130000,28e29f2c03dcd84c,2018,1,1248.3988561018405
322,河南,410000,28e29f2c03dcd84c,2018,1,965.2055112744077
323,浙江,330000,28e29f2c03dcd84c,2018,1,592.8607820197635
324,湖北,420000,28e29f2c03dcd84c,2018,1,237.49603269440684
325,湖南,430000,28e29f2c03dcd84c,2018,1,383.4330415922466
326,福建,350000,28e29f2c03dcd84c,2018,1,168.21859984232265
327,辽宁,210000,28e29f2c03dcd84c,2018,1,108.97063894836089
328,重庆,500000,28e29f2c03dcd84c,2018,1,307.0664277736911
329,陕西,610000,28e29f2c03dcd84c,2018,1,446.4831794325354
330,黑龙江,230000,28e29f2c03dcd84c,2018,1,16.442787993095067
331,上海,310000,37aa9169b575ef79,2018,1,-9.525934364426917
332,云南,530000,37aa9169b575ef79,2018,1,1129.968575443981
333,内蒙古,150000,37aa9169b575ef79,2018,1,823.3631732665989
334,北京,110000,37aa9169b575ef79,2018,1,243.4279629810656
335,四川,510000,37aa9169b575ef79,2018,1,2644.7325299824006
336,安徽,340000,37aa9169b575ef79,2018,1,434.4028904434047
337,山东,370000,37aa9169b575ef79,2018,1,3009.225997781026
338,山西,140000,37aa9169b575ef79,2018,1,1084.2316114205419
339,广东,440000,37aa9169b575ef79,2018,1,1992.0948613541966
340,广西,450000,37aa9169b575ef79,2018,1,422.42106314937024
341,江苏,320000,37aa9169b575ef79,2018,1,742.281799768548
342,江西,360000,37aa9169b575ef79,2018,1,370.0305643319108
343,河北,130000,37aa9169b575ef79,2018,1,3090.5863053615453
344,河南,410000,37aa9169b575ef79,2018,1,1860.5490594183598
345,浙江,330000,37aa9169b575ef79,2018,1,650.4677452023498
346,湖北,420000,37aa9169b575ef79,2018,1,477.17590497856315
347,湖南,430000,37aa9169b575ef79,2018,1,1131.460200900172
348,福建,350000,37aa9169b575ef79,2018,1,461.4526147114806
349,辽宁,210000,37aa9169b575ef79,2018,1,1312.159033883152
350,重庆,500000,37aa9169b575ef79,2018,1,184.35882530216378
351,陕西,610000,37aa9169b575ef79,2018,1,753.9708684369025
352,黑龙江,230000,37aa9169b575ef79,2018,1,1444.3944748877022
353,上海,310000,63065128401bb3ff,2018,1,2887.0470059360046
354,云南,530000,63065128401bb3ff,2018,1,1163.6060712151009
355,内蒙古,150000,63065128401bb3ff,2018,1,648.309243327387
356,北京,110000,63065128401bb3ff,2018,1,631.5087279579475
357,四川,510000,63065128401bb3ff,2018,1,2056.5117761985816
358,安徽,340000,63065128401bb3ff,2018,1,1878.7603195401502
359,山东,370000,63065128401bb3ff,2018,1,2761.3066163022672
360,山西,140000,63065128401bb3ff,2018,1,1319.4077366405825
361,广东,440000,63065128401bb3ff,2018,1,1562.0552232403804
362,广西,450000,63065128401bb3ff,2018,1,589.2114487345381
363,江苏,320000,63065128401bb3ff,2018,1,3338.980811347493
364,江西,360000,63065128401bb3ff,2018,1,1406.8733208419312
365,河北,130000,63065128401bb3ff,2018,1,3046.8597027470805
366,河南,410000,63065128401bb3ff,2018,1,3040.850037400067
367,浙江,330000,63065128401bb3ff,2018,1,1829.3699298409326
368,湖北,420000,63065128401bb3ff,2018,1,1270.9465028382651
369,湖南,430000,63065128401bb3ff,2018,1,1573.6458505737908
370,福建,350000,63065128401bb3ff,2018,1,1160.3869683018934
371,辽宁,210000,63065128401bb3ff,2018,1,759.1834134727683
372,重庆,500000,63065128401bb3ff,2018,1,1015.0283913225157
373,陕西,610000,63065128401bb3ff,2018,1,1368.6003071029195
374,黑龙江,230000,63065128401bb3ff,2018,1,304.365979372659
375,上海,310000,ea489c253676aafc,2018,1,326.04176367992534
376,云南,530000,ea489c253676aafc,2018,1,776.5956394291222
377,内蒙古,150000,ea489c253676aafc,2018,1,858.1909642442355
378,北京,110000,ea489c253676aafc,2018,1,48.45440346570314
379,四川,510000,ea489c253676aafc,2018,1,1287.5831088039884
380,安徽,340000,ea489c253676aafc,2018,1,1197.2261386961045
381,山东,370000,ea489c253676aafc,2018,1,3547.5997243764587
382,山西,140000,ea489c253676aafc,2018,1,1756.4364448534614
383,广东,440000,ea489c253676aafc,2018,1,497.2381268792807
384,广西,450000,ea489c253676aafc,2018,1,336.9889694896734
385,江苏,320000,ea489c253676aafc,2018,1,1514.828466174431
386,江西,360000,ea489c253676aafc,2018,1,482.38596607588437
387,河北,130000,ea489c253676aafc,2018,1,3889.0085260693754
388,河南,410000,ea489c253676aafc,2018,1,1951.7506500720194
389,浙江,330000,ea489c253676aafc,2018,1,753.3066184777391
390,湖北,420000,ea489c253676aafc,2018,1,294.7424684853645
391,湖南,430000,ea489c253676aafc,2018,1,594.9110289665157
392,福建,350000,ea489c253676aafc,2018,1,349.59601633147764
393,辽宁,210000,ea489c253676aafc,2018,1,1004.8410671058987
394,重庆,500000,ea489c253676aafc,2018,1,362.52560870134516
395,陕西,610000,ea489c253676aafc,2018,1,923.7706880899304
396,黑龙江,230000,ea489c253676aafc,2018,1,668.617059561665
397,上海,310000,cd5841d44fd7625e,2018,1,236.70740256664493
398,云南,530000,cd5841d44fd7625e,2018,1,347.4270493383843
399,内蒙古,150000,cd5841d44fd7625e,2018,1,421.350485636643
400,北京,110000,cd5841d44fd7625e,2018,1,969.8035258423065
401,四川,510000,cd5841d44fd7625e,2018,1,914.0712338356572
402,安徽,340000,cd5841d44fd7625e,2018,1,557.6143252364479
403,山东,370000,cd5841d44fd7625e,2018,1,1631.5158363800538
404,山西,140000,cd5841d44fd7625e,2018,1,374.16900954875246
405,广东,440000,cd5841d44fd7625e,2018,1,900.5019662100963
406,广西,450000,cd5841d44fd7625e,2018,1,192.83213012223945
407,江苏,320000,cd5841d44fd7625e,2018,1,1209.4456504046454
408,江西,360000,cd5841d44fd7625e,2018,1,278.1537088768531
409,河北,130000,cd5841d44fd7625e,2018,1,1631.915709765432
410,河南,410000,cd5841d44fd7625e,2018,1,1473.2511626462224
411,浙江,330000,cd5841d44fd7625e,2018,1,762.36214220455
412,湖北,420000,cd5841d44fd7625e,2018,1,494.8130088138123
